t_s	vx_mm_s	vy_mm_s	vz_mm_s
12.830453	-9.468675	-10.635403	-0.209843
12.850423	-19.393357	-18.402668	-0.428133
12.870424	-9.485680	-10.633266	-0.217474
12.890437	-19.368172	-18.345405	-0.442143
12.910425	-9.501450	-10.629720	-0.225088
12.930475	-20.376860	-18.775638	-1.053686
12.950420	-9.532112	-10.642464	-0.233074
12.970433	-19.030854	-18.136748	2.312455
12.990419	-10.285555	-7.890382	-3.028207
13.010435	-9.139305	-10.418120	2.539608
13.030431	-17.357458	-17.331026	1.205278
13.050398	-19.478008	-18.320297	-0.505819
13.070448	-6.775092	-9.281257	-0.735062
13.090445	-9.924010	-7.696650	-0.257862
13.110451	-23.232723	-20.021432	-0.643909
13.130419	-9.561426	-10.587507	-0.266626
13.150426	-9.556357	-7.510286	2.503285
13.170433	-22.495056	-17.841882	-2.842660
13.190516	-9.896167	-7.648858	-0.275949
13.210467	-9.590032	-7.523774	2.494388
13.230419	-22.785618	-18.515889	-0.099322
13.250425	-9.942162	-7.669879	-0.289028
13.270524	-22.052275	-17.559012	-0.118429
13.290419	-10.003420	-7.707180	-0.299080
13.310454	-9.934963	-7.651292	-0.299470
13.330420	-24.209079	-16.073037	-0.744815
13.350421	-19.917110	-15.315831	-0.619260
13.370445	-9.471648	-8.677346	-0.313072
13.390421	-9.234928	-10.356846	2.439210
13.410469	-23.104917	-15.503822	-0.184266
13.430443	-9.982485	-7.657043	-0.325836
13.450444	-12.720167	-8.917928	0.126718
13.470444	-20.503255	-16.795228	-1.264131
13.490440	-22.711381	-16.553473	-0.224474
13.510464	-9.968643	-7.626595	-0.341794
13.530420	-10.109823	-6.443411	2.400396
13.550421	-22.362750	-19.382920	-0.252724
13.570420	-9.989620	-7.628183	-0.354281
13.590481	-22.190604	-17.499585	-0.271805
13.610423	-11.059803	-8.122352	-0.964412
13.630448	-12.733062	-8.878800	0.076053
13.650456	-19.617679	-15.056482	1.988119
13.670474	-9.992373	-7.607422	-0.374347
13.690420	-12.791885	-8.905776	0.060024
13.710554	-22.270060	-19.197870	-0.326589
13.730443	-12.836014	-8.923500	0.047475
13.750508	-12.725568	-8.842923	0.042451
13.770475	-22.477589	-19.334181	-0.359359
13.790422	-10.044841	-7.617034	-0.400289
13.810424	-12.775163	-8.861066	0.026524
13.830446	-25.191409	-20.523183	0.039141
13.850444	-10.027776	-7.588791	-0.412002
13.870422	-12.799613	-8.861298	0.009256
13.890420	-22.113356	-19.086935	2.290913
13.910501	-9.994551	-7.548889	-0.423215
13.930452	-12.826702	-8.863766	-0.008288
13.950441	-23.551651	-19.717065	-1.046769
13.970420	-10.053929	-7.578715	-0.437217
13.990422	-19.715901	-14.963065	1.817395
14.010409	-10.055091	-7.570297	-0.445695
14.030442	-12.788934	-8.811150	-0.035959
14.050420	-20.936183	-17.219944	1.190920
14.070421	-9.582604	-8.590841	-0.457484
14.090422	-13.192200	-8.986429	-2.743334
14.110450	-24.858152	-8.403914	-1.118513
14.130444	-7.903643	2.300272	1.815077
14.150443	-13.976717	4.174929	-0.067147
14.170645	-21.389876	16.515504	0.724869
14.190449	-11.327170	5.463959	-0.484079
14.210420	-10.310398	10.044256	-1.483164
14.230422	-19.779980	13.251735	1.311944
14.250483	-18.813497	17.794629	0.304512
14.270421	-9.633103	7.384919	1.192870
14.290432	-8.939360	7.656073	-0.890582
14.310419	-22.176422	14.585164	-1.991721
14.330472	-9.955653	7.140121	-1.489521
14.350421	-15.477205	16.445165	2.567513
14.370429	-8.100584	6.758088	1.772244
14.390425	-21.705032	13.453888	-2.011872
14.410446	-8.919803	10.545896	1.763434
14.430443	-18.590578	14.866903	0.256974
14.450444	-9.449399	8.605922	-0.907942
14.470422	-13.108367	8.585938	-1.123403
14.490424	-18.945664	17.581510	0.242397
14.510426	-8.628341	4.765455	-0.912992
14.530509	-11.539536	7.959339	-0.529173
14.550455	-22.609642	20.080958	0.609892
14.570419	-8.511831	6.497130	-0.920438
14.590425	-8.961425	10.453909	1.736501
14.610652	-22.319635	19.725064	0.582027
14.630464	-9.740927	7.238477	1.140613
14.650469	-12.460476	8.760386	-3.203910
14.670467	-21.262254	15.046841	0.569869
14.690420	-9.020635	7.469067	-0.933496
14.710469	-18.602095	17.467196	2.825292
14.730439	-10.046499	6.948766	-1.537189
14.750439	-12.108305	8.870039	-0.566969
14.770486	-19.484914	18.250193	0.167008
14.790415	-8.179241	6.575682	1.708747
14.810441	-13.125235	8.325666	-1.173942
14.830443	-19.548228	18.223588	0.151115
14.850442	-20.780018	16.339398	1.106295
14.870445	-10.047442	6.856078	-1.549694
14.890422	-9.035910	10.289941	1.686990
14.910423	-21.689755	14.569090	-2.146918
14.930444	-8.654197	7.494943	1.676000
14.950420	-10.440408	9.577761	-1.558990
14.970421	-9.319629	23.083357	0.716133
14.990441	1.234467	12.314986	-0.357718
15.010425	3.695464	7.676840	-1.316965
15.030421	12.835805	20.958123	-0.721020
15.050374	7.322627	10.745285	1.556993
15.070430	13.154724	18.171002	-0.729007
15.090422	6.410097	9.028321	-1.688160
15.110422	6.404642	9.027206	-1.690099
15.130422	6.770128	9.210590	0.947278
15.150443	9.486981	10.545506	0.580047
15.170422	15.884101	22.559504	1.522855
15.190422	7.260186	8.202865	0.942310
15.210420	7.408099	9.549094	-1.105373
15.230422	16.090798	21.007422	4.153913
15.250431	6.374703	9.049289	-1.709358
15.270421	16.610407	17.073430	1.498988
15.290422	6.873616	8.040786	-1.717048
15.310424	16.705545	21.365363	2.084958
15.330444	7.740616	9.747049	1.525753
15.350422	7.386140	9.588561	-1.129312
15.370445	16.147353	19.845785	1.471448
15.390420	6.871795	10.619728	-1.136846
15.410419	17.305690	19.193483	-0.598901
15.430444	7.717494	9.767245	1.514961
15.450440	6.338679	9.094555	-1.744326
15.470427	16.784445	20.250578	-0.618923
15.490420	5.036324	5.483215	-0.769052
15.510419	10.433385	11.148340	1.123911
15.530421	15.730259	19.752814	-1.236645
15.550420	7.703384	9.803385	1.504373
15.570421	6.314452	9.114367	-1.763968
15.590421	16.725098	20.288060	-0.657739
15.610442	12.961843	18.412751	-0.873537
15.630430	10.408717	11.187835	1.102845
15.650444	6.659076	9.308852	0.894463
15.670470	6.285950	9.122636	-1.778966
15.690499	17.022134	20.486542	1.983186
15.710423	9.402574	10.729235	0.494589
15.730456	16.632552	20.319517	-0.704173
15.750449	6.644773	9.339386	0.885020
15.770421	16.662939	20.399741	-0.720420
15.790455	7.049664	6.544276	0.878818
15.810422	9.359638	10.729609	0.477353
15.830420	16.186487	23.191482	-0.738881
15.850420	7.703468	6.891665	-1.215582
15.870421	9.329926	10.725445	0.466075
15.890553	16.479898	20.288417	-0.755180
15.910442	9.740068	10.982597	3.168861
15.930441	5.874363	9.001869	-4.520818
15.950380	16.980463	20.697022	1.919962
15.970441	9.277567	10.717708	0.447669
15.990420	7.251187	9.722320	-1.240595
16.010448	15.498677	19.932784	-1.397441
16.030419	11.133821	8.674070	3.743551
16.050420	6.216077	9.208250	-1.847738
16.070421	18.567778	21.543344	0.866425
16.090467	9.704578	7.952762	0.428486
16.110385	6.230555	9.258261	-1.866380
16.130421	18.959321	18.727949	0.844480
16.150443	6.189673	9.218121	-1.864738
16.170420	17.306759	17.937827	1.855894
16.190420	8.022774	7.126698	1.436470
16.210424	9.253415	10.799358	0.410761
16.230425	18.955665	18.797718	0.814131
16.250424	6.177749	9.247125	-1.884234
16.270494	10.220081	11.292319	0.995638
16.290422	19.002027	18.889367	0.796572
16.310445	9.683011	7.996084	0.392663
16.330453	9.873497	11.153999	-1.732357
16.350455	19.457988	22.181190	1.369890
16.370468	6.615504	6.443149	-1.905822
16.390473	9.213520	10.837992	0.379153
16.410392	18.965914	18.942551	0.754029
16.430440	7.138365	9.776267	-1.316183
16.450443	11.898499	12.235528	-0.072272
16.470442	19.879490	19.410284	1.327402
16.490441	6.130443	9.292801	-1.929810
16.510494	18.799455	18.856188	0.711388
16.530443	6.981434	6.672507	0.801714
16.550424	9.188554	10.886185	0.351636
16.570433	18.455598	18.731106	-2.044905
16.590420	9.175889	10.892898	0.342899
16.610432	9.642068	8.047050	0.339974
16.630444	16.267137	20.720260	-1.020137
16.650419	11.030588	8.778999	3.681980
16.670423	7.776433	10.190549	-3.014575
16.690419	18.786936	18.974164	0.652540
16.710441	10.143984	11.421395	0.919983
16.730464	11.816791	12.291059	-0.138736
16.750420	9.647726	8.091145	0.317274
16.770393	10.157584	11.460079	0.913918
16.790421	18.358005	18.790961	-2.133440
16.810423	18.735842	19.014999	0.608353
16.830419	9.117968	10.940090	0.300513
16.850420	9.112036	10.941055	0.297946
16.870404	19.376037	19.391050	-1.578295
16.890450	6.899890	6.686578	0.757073
16.910430	7.567824	7.045346	-1.410692
16.930422	12.153505	12.545415	2.582064
16.950391	17.340637	18.379651	-2.809308
16.970420	10.082447	11.474495	0.873866
16.990421	8.579179	7.583470	-0.324330
17.010443	19.654458	19.590103	1.138085
17.030419	9.085085	10.991942	0.266982
17.050555	9.154341	7.874696	-2.495124
17.070420	21.838016	20.835399	2.835598
17.090421	10.582510	8.649625	0.854353
17.110421	8.048923	10.468179	-0.345319
17.130421	21.818964	17.658006	0.014495
17.150446	9.190008	7.932110	-2.536736
17.170467	12.078158	12.582910	2.537900
17.190503	19.727954	16.581159	-1.711389
17.210443	9.585630	8.164571	0.233596
17.230442	12.077559	12.610014	2.530839
17.250418	17.750227	15.590972	-2.941644
17.270446	9.011775	11.012327	0.221710
17.290466	20.076761	16.813033	1.034004
17.310439	9.554264	8.164603	0.214827
17.330439	11.209266	9.029963	-0.884067
17.350456	19.535881	19.713895	1.012476
17.370420	9.550046	8.176265	0.204036
17.390445	11.661194	12.438929	-0.299975
17.410421	8.530404	7.646445	-0.401200
17.430420	12.202288	9.572200	-0.308372
17.450430	21.175925	20.627557	-0.124410
17.470423	10.529916	8.705959	0.784749
17.490424	12.191218	9.580753	-0.324357
17.510422	20.635444	21.668349	-0.152312
17.530420	10.040284	7.175556	0.174302
17.550425	11.533934	9.248674	1.877774
17.570419	21.146009	20.686258	-0.177491
17.590442	9.490202	8.180611	0.163416
17.610444	9.135717	7.999972	-2.660644
17.630420	21.142481	20.725280	-0.205903
17.650451	10.482769	8.714924	0.748937
17.670457	17.967045	15.865049	-0.302660
17.690444	9.492836	8.208065	0.144239
17.710420	11.979965	12.729336	2.452066
17.730420	21.630506	17.825706	-0.248487
17.750478	8.897784	11.091315	0.133132
17.770423	12.176006	9.649630	-0.396953
17.790405	9.481173	8.222544	0.127753
17.810423	11.595973	10.623551	-0.403558
17.830493	21.499843	19.693367	-0.289036
17.850425	12.170852	9.666814	-0.417860
17.870422	12.129277	9.637814	-0.421119
17.890423	20.012488	20.256083	-0.918410
17.910420	10.461203	8.765082	0.701812
17.930420	12.117207	9.645428	-0.437041
17.950444	19.795066	21.448517	1.902747
17.970420	9.058966	9.981352	-2.763055
17.990421	12.467612	9.847345	2.400821
18.010408	18.752940	22.897996	0.770052
18.030422	7.852070	10.638996	-0.516502
18.050418	15.629219	18.025033	0.702406
18.070419	9.856388	11.723284	0.673782
18.090469	7.824472	10.631788	-0.524592
18.110390	16.964144	18.805102	-3.337301
18.130441	0.000000	0.000000	0.000000
18.150420	21.719826	24.579948	3.041753
18.170444	8.819248	11.196357	0.059332
18.190443	11.483832	12.632249	-0.496829
18.210448	17.683849	20.493408	0.104504
18.230419	9.364183	10.233945	0.048687
18.250421	8.809996	11.225299	0.046078
18.270398	20.289094	23.912498	-0.475304
18.290423	8.787781	11.223225	0.037685
18.310421	9.387085	8.292826	0.035252
18.330441	20.214076	23.889356	-0.499840
18.350420	8.792616	11.261856	0.026927
18.370444	8.769646	11.240875	0.024390
18.390444	19.794842	20.449335	-1.124361
18.410423	8.778236	11.275622	0.016088
18.430417	18.132464	19.586128	0.024706
18.450497	6.721851	10.151237	-1.705011
18.470444	11.796958	12.930987	2.331236
18.490444	9.715915	8.514902	2.896194
18.510459	7.378803	10.540364	-3.487109
18.530443	16.494099	22.051719	-0.603919
18.550473	9.330446	8.316898	-0.006244
18.570420	11.773064	12.952824	2.318114
18.590443	17.433223	22.575146	-0.024422
18.610419	10.347559	8.890471	0.583257
18.630421	11.723277	12.932111	2.303382
18.650471	16.020512	21.835896	-3.538764
18.670420	10.092784	12.086583	3.487227
18.690491	8.311559	11.087906	-2.925403
18.710397	20.110286	20.865715	1.666731
18.730422	8.679632	11.317966	-0.036403
18.750422	8.325876	11.139659	-2.951247
18.770515	12.252498	9.945555	2.270897
18.790445	17.053470	22.569748	-3.018634
18.810445	9.671487	11.891933	0.547636
18.830444	8.296216	7.828987	-0.651883
18.850473	17.299452	22.678512	-0.113955
18.870419	9.313434	8.401322	-0.060943
18.890421	10.652173	12.450755	1.663853
18.910420	16.935368	22.542756	-3.058928
18.930444	9.625828	8.573547	2.851377
18.950420	11.289548	12.830055	-0.674721
18.970426	8.991478	11.573373	2.851903
18.990432	19.527989	20.668413	-1.359562
19.010444	8.617810	11.383105	-0.083459
19.030420	11.627910	13.045497	2.245007
19.050440	11.237764	12.824402	-0.694203
19.070709	19.239487	20.430485	-1.374524
19.090444	9.373964	8.523475	-0.098765
19.110425	11.244042	12.863521	-0.711506
19.130490	12.197322	10.020845	2.219323
19.150483	10.229718	12.315589	-1.317465
19.170451	23.484376	22.960900	1.497761
19.190429	9.244153	8.433162	-0.114678
19.210459	17.420306	19.629952	-3.181264
19.230434	9.238674	8.440042	-0.123254
19.250420	11.564285	13.087613	2.207829
19.270422	19.411140	20.771575	-1.478434
19.290421	12.205504	10.080955	2.199382
19.310421	10.183058	12.346965	-1.358478
19.330445	20.717654	21.515885	2.050245
19.350403	9.225287	8.464061	-0.144300
19.370421	11.154155	12.897416	-0.773754
19.390419	9.201475	8.451202	-0.149853
19.410478	11.480925	13.074905	2.176222
19.430423	18.401187	20.334655	-2.146537
19.450443	9.817981	8.801512	-2.528008
19.470507	13.441990	14.178112	3.896764
19.490420	8.864487	8.301121	-3.151179
19.510421	11.489573	13.133977	2.166757
19.530425	23.278013	23.052555	1.352591
19.550504	7.788247	7.692177	-3.738029
19.570465	25.296527	24.219280	3.077342
19.590443	8.134856	11.321248	-3.170870
19.610499	12.108444	10.100892	2.142496
19.630440	8.502341	11.547672	-0.192846
19.650420	14.770130	11.596565	1.500372
19.670485	19.182765	20.841038	-1.639300
19.690420	10.808147	9.420660	-1.455918
19.710446	10.426437	12.611705	1.532761
19.730440	23.195002	23.140474	1.268284
19.750516	9.104361	8.466439	-0.214123
19.770441	8.115468	11.385093	-3.224976
19.790420	23.541982	23.380119	4.244048
19.810447	8.122988	7.943322	-0.823007
19.830422	8.141628	7.964812	-0.827455
19.850483	11.006442	12.971043	-0.886529
19.870448	12.114621	10.184650	2.113246
19.890422	23.147098	23.218821	1.209267
19.910423	8.118418	7.964066	-0.840186
19.930442	11.712405	9.966188	-0.907148
19.950441	19.128145	21.001520	-1.761968
19.970422	11.376026	13.249071	2.093978
19.990423	18.482241	20.668852	0.085130
20.010419	5.065233	13.191955	0.409241
20.030420	-0.517328	10.074859	-1.268141
20.050426	-10.281169	21.885098	-1.077593
20.070419	-5.825018	14.023732	3.685634
20.090421	-9.491293	7.196011	-0.410153
20.110420	-18.934217	23.929156	-1.490885
20.130429	-10.052743	8.163397	-0.412498
20.150421	-8.812492	12.326589	1.333471
20.170444	-10.050842	8.143321	-0.414372
20.190426	-10.795822	11.204180	-0.416173
20.210486	-17.938439	24.323098	-0.897045
20.230440	-9.534287	7.149233	-0.418806
20.250419	-7.851898	12.852560	1.927167
20.270421	-10.995950	8.895007	-3.426809
20.290419	-11.539081	14.188830	-0.420465
20.310421	-20.336811	18.228853	-0.843449
20.330420	-8.222800	12.600638	-1.083731
20.350444	-17.380710	19.848546	1.492874
20.370419	-7.762755	5.947047	-1.685672
20.390421	-10.832908	11.086688	-0.426215
20.410462	-19.858723	20.979380	-2.107489
20.430443	-7.162952	9.732839	1.914937
20.450419	-10.861791	11.068526	-0.430284
20.470441	-8.140162	9.134580	1.310585
20.490421	-11.435311	12.036487	-0.432641
20.510424	-18.232255	17.975368	-2.118526
20.530443	-7.167878	9.679822	1.904688
20.550447	-12.422082	11.419312	-1.034378
20.570444	-18.060671	20.670334	1.466714
20.590481	-8.157389	9.078102	1.300656
20.610639	-10.798359	10.887981	-0.436331
20.630448	-9.592703	13.213653	1.312826
20.650464	-10.311256	9.965479	-0.441320
20.670462	-17.883050	19.395774	-1.534960
20.690443	-11.895724	10.367118	-1.043971
20.710441	-7.211184	9.624692	1.894112
20.730417	-19.130221	19.975951	0.847402
20.750442	-8.139472	10.368471	-1.093319
20.770421	-18.385449	16.915984	0.841769
20.790422	-7.581444	9.382994	-1.095246
20.810421	-11.332105	9.312571	-1.049908
20.830441	-7.226679	9.570348	1.883661
20.850405	-11.533458	11.854592	-0.454879
20.870427	-18.515802	20.175299	-1.550055
20.890468	-8.209382	8.958961	1.280025
20.910419	-11.557407	11.829023	-0.458603
20.930407	-19.390449	21.808230	0.821676
20.950420	-7.607857	9.317369	-1.098409
20.970421	-10.962858	10.787135	-0.460683
20.990442	-23.166642	15.184360	2.682521
21.010442	-11.571553	0.019315	-2.801244
21.030405	-10.463031	-2.777523	0.169700
21.050420	-16.210311	-11.805894	2.664609
21.070473	-9.455903	-7.767756	0.161265
21.090423	-11.083724	-13.537715	-2.181253
21.110424	-13.903390	-15.193172	3.244933
21.130423	-8.138735	-11.750507	0.151868
21.150445	-9.252343	-8.956368	-2.809678
21.170443	-8.913552	-8.756074	0.148067
21.190391	-18.857659	-18.134358	-0.310964
21.210463	-8.125222	-11.694891	0.140125
21.230421	-7.960614	-8.183719	0.738576
21.250424	-17.846036	-17.488412	0.268852
21.270420	-8.169303	-11.729657	0.130771
21.290446	-8.919312	-8.730023	0.128105
21.310465	-20.023573	-22.178513	-2.080202
21.330419	-7.978315	-8.173927	0.721604
21.350462	-9.897143	-9.294684	-0.479183
21.370443	-16.170250	-19.879749	0.829431
21.390420	0.000000	0.000000	0.000000
21.410423	-20.077581	-22.168184	-2.109569
21.430480	-8.926923	-8.699739	0.106158
21.450443	-7.637058	-7.949174	3.649973
21.470404	-20.143701	-22.195773	-2.134818
21.490457	-8.938420	-8.694871	0.095413
21.510439	-17.200863	-20.417935	0.184067
21.530394	-8.989610	-8.732364	0.088442
21.550488	-8.929160	-8.670152	0.085364
21.570422	-8.258799	-11.714164	0.083564
21.590467	-8.956341	-8.687808	0.080636
21.610429	-20.198395	-22.151031	-2.176505
21.630442	-8.624719	-8.487457	2.997814
21.650452	-10.940757	-9.851945	-1.656427
21.670377	-17.307916	-20.431137	0.133544
21.690442	-8.963743	-8.666236	0.062604
21.710441	-8.263004	-11.651729	0.060336
21.730420	-21.590951	-19.503101	0.107671
21.750419	-7.292364	-11.064995	0.650846
21.770420	-9.004895	-8.684591	0.049519
21.790407	-9.013283	-8.689186	0.047075
21.810425	-8.275019	-11.623512	0.044525
21.830444	-20.228812	-22.019099	-2.239384
21.850440	-9.019121	-8.676851	0.037367
21.870443	-8.664617	-8.464761	2.942819
21.890439	-20.275559	-22.024542	-2.262616
21.910421	-9.035034	-8.675997	0.026568
21.930532	-16.984167	-16.663460	0.640939
21.950507	-9.044012	-8.674309	0.019131
21.970418	-11.681988	-10.229565	0.598328
21.990425	-20.037491	-18.466456	-1.696989
22.010505	-11.591379	-10.138236	0.582220
22.030444	-12.030574	-10.415628	-2.321614
22.050441	-20.423033	-15.318631	1.175317
22.070423	-9.278999	-7.469160	2.890647
22.090427	-12.000907	-10.376260	-2.325124
22.110420	-20.440038	-15.314599	1.147977
22.130420	0.000000	0.000000	0.000000
22.150445	-20.689749	-18.787673	0.534127
22.170440	-8.489524	-9.627380	-0.020644
22.190431	-11.668203	-10.165892	0.541766
22.210421	-20.817818	-15.512489	-1.774173
22.230422	-17.786804	-17.065710	2.812312
22.250422	-10.346969	-4.729388	-0.037213
22.270422	-21.106641	-18.991903	-2.397859
22.290524	-9.726528	-5.681966	-0.044268
22.310442	-9.117413	-8.664954	-0.047169
22.330531	-17.733469	-16.972372	2.755339
22.350420	-9.834700	-5.741200	-0.055868
22.370442	-12.030799	-10.338569	-2.369905
22.390459	-17.812379	-17.022827	2.738799
22.410423	-9.109800	-8.634781	-0.066513
22.430426	-12.741395	-7.431209	-2.382116
22.450375	-17.887764	-17.069742	2.721515
22.470426	-9.077918	-8.592042	-0.077039
22.490444	-12.737237	-7.423664	-2.390275
22.510418	-20.843163	-18.763418	0.376330
22.530431	-9.103087	-8.602820	-0.087795
22.550421	-11.722720	-10.129277	0.450067
22.570420	-21.299207	-17.016050	-2.501095
22.590415	-8.353347	-6.842439	3.349419
22.610420	-12.077214	-10.322019	-2.412116
22.630399	-21.857981	-19.306304	-0.276272
22.650440	-8.229023	-6.099695	0.487660
22.670514	-10.072770	-9.133673	-0.709032
22.690420	-11.378357	-8.595105	1.019740
22.710472	-20.247673	-19.631273	0.288546
22.730443	-12.334192	-9.134626	0.404009
22.750442	-12.772755	-7.420428	-2.436085
22.770439	-8.785187	-8.381463	2.703974
22.790421	-10.776572	-9.537714	0.990731
22.810444	-23.835558	-20.376968	-2.059335
22.830441	-9.148965	-8.581015	-0.142806
22.850453	-11.753519	-10.086764	0.374768
22.870444	-20.926584	-18.673827	0.218438
22.890423	-9.828941	-5.699685	-0.154705
22.910420	-9.158249	-8.573372	-0.157055
22.930587	-23.351560	-20.001558	0.700786
22.950419	-9.240654	-8.639232	-0.167712
22.970419	-11.209217	-11.064262	0.342961
22.990475	-23.853695	-20.301191	-2.135455
23.010419	-7.854685	-7.806729	3.242940
23.030423	-22.514829	-18.209556	-0.457967
23.050449	-9.166771	-8.544409	-0.187125
23.070503	-9.155545	-8.530534	-0.189339
23.090497	-8.533938	-11.420978	-0.192399
23.110441	-11.834796	-10.089847	0.308475
23.130424	-21.367360	-18.826949	-2.703509
23.150420	-8.837911	-8.340684	2.598915
23.170496	-10.495107	-12.502893	-1.902179
23.190447	-19.072236	-17.485288	1.782915
23.210392	-8.237666	-7.990456	0.385145
23.230394	-12.805792	-10.613060	-0.322230
23.250517	-20.619222	-21.502005	-2.727838
23.270445	-9.243056	-8.559991	-0.226447
23.290382	-8.884061	-8.348961	2.570230
23.310483	-20.665260	-21.506026	-2.751606
23.330417	-8.892342	-8.344455	2.558493
23.350442	-9.209306	-8.509628	-0.239841
23.370541	-19.984104	-17.887634	0.592688
23.390520	-9.591531	-11.940402	-0.848479
23.410445	-20.594559	-19.590546	-0.023393
23.430420	-9.245348	-8.519854	-0.257230
23.450422	-9.173663	-10.361629	-0.259315
23.470420	-21.105603	-18.516579	-0.048945
23.490420	-9.242444	-8.501472	-0.267786
23.510430	-8.260474	-11.127958	2.500501
23.530450	-21.101686	-18.480451	-0.077142
23.550419	-9.265617	-8.507102	-0.280242
23.570448	-11.598896	-13.015893	-2.574483
23.590422	-18.182529	-16.795844	2.195878
23.610419	-7.265252	-7.344875	1.405881
23.630420	-12.244873	-10.191893	-2.588500
23.650431	-17.905570	-19.781517	-0.593537
23.670421	-9.273790	-8.483467	-0.300839
23.690423	-8.913635	-8.272820	2.454294
23.710452	-21.522195	-21.808544	-0.752764
23.730420	-9.292582	-8.484872	-0.313210
23.750443	-9.268718	-8.459706	-0.314834
23.770408	-20.625231	-21.293473	-0.180849
23.790443	-9.270277	-8.448874	-0.323036
23.810441	-18.224387	-16.721077	2.092366
23.830439	0.000000	0.000000	0.000000
23.850421	-21.061042	-22.804157	-0.814615
23.870445	-9.848371	-7.456599	-0.337657
23.890378	-11.370070	-12.808137	0.109830
23.910452	-20.565913	-21.130017	-0.241699
23.930420	-9.321839	-8.458925	-0.350495
23.950444	-11.929534	-9.930526	0.093305
23.970493	-20.614532	-21.135241	-0.269789
23.990416	-9.352057	-8.470242	-0.363147
24.010441	-11.347271	-12.721709	0.077262
24.030455	-19.030397	-20.215544	-1.335843
24.050420	-6.342820	-6.741957	1.919874
24.070422	-11.375168	-12.723072	0.062280
24.090420	-20.130545	-23.943204	-0.324551
24.110420	-9.335739	-8.419118	-0.384685
24.130423	-8.753058	-11.213463	-0.387137
24.150421	-18.736739	-19.984550	1.338679
24.170420	-8.764885	-11.205545	-0.395835
24.190419	-19.110630	-20.168126	-1.398169
24.210421	-6.353597	-6.709008	1.883555
24.230420	-11.419755	-12.686185	0.020691
24.250421	-18.140590	-19.585519	-0.821387
24.270422	-9.778652	-11.741713	-1.013344
24.290420	-8.435530	-10.979223	2.292163
24.310484	-20.743203	-20.986273	-0.421686
24.330421	-6.814477	-10.069764	1.264214
24.350430	-12.370329	-10.068387	-2.713396
24.370452	-17.246468	-22.098245	1.834168
24.390386	-9.413235	-8.403900	-0.439119
24.410429	-8.800755	-11.129882	-0.439207
24.430493	-17.798395	-19.257201	1.803603
24.450441	-9.847749	-11.731899	-1.050590
24.470382	-9.421515	-8.389405	-0.452639
24.490421	-17.285973	-22.029455	1.778976
24.510419	-10.394337	-8.915028	-1.059108
24.530447	-18.227912	-19.455422	-0.926151
24.550420	-8.865434	-11.137183	-0.468083
24.570390	-9.424071	-8.361497	-0.470655
24.590421	-17.338852	-21.994245	1.734348
24.610433	0.000000	0.000000	0.000000
24.630530	-21.826404	-21.382452	-1.153174
24.650418	-8.924293	-11.164577	-0.487237
24.670537	-8.470070	-10.834711	2.179597
24.690427	-22.079944	-21.578613	-1.193696
24.710421	-8.891535	-11.091670	-0.496726
24.730437	-8.528129	-10.877080	2.173840
24.750513	-22.258078	-21.551021	-3.872547
24.770440	-5.912200	-9.431471	1.779151
24.790492	-11.531737	-12.516743	-0.120231
24.810612	-19.240385	-19.811823	-1.619058
24.830420	-8.642379	-10.967782	2.168343
24.850420	-8.920932	-11.057382	-0.522294
24.870427	-20.504529	-23.572615	-0.668302
24.890446	-10.089977	-8.642494	1.530035
24.910555	-17.778198	-21.964608	-1.065468
24.930419	-9.534993	-8.346968	-0.543083
24.950443	-13.111033	-10.301956	-0.761511
24.970454	-18.056910	-19.105436	1.559897
24.990419	-12.159601	-9.772043	-0.176667
25.010420	-9.480532	-8.280184	-0.554878
25.030450	-21.711200	-21.087575	1.302527
25.050420	-12.526001	-9.959131	-2.845334
25.070541	-8.528167	-9.014688	2.066782
25.090391	-22.813486	-18.701231	-1.385125
25.110420	-9.122668	-8.056450	2.062928
25.130423	-12.707712	-8.738649	-0.214792
25.150422	-21.150121	-20.725644	-0.806336
25.170441	-10.130969	-8.601820	1.447369
25.190399	-12.194908	-9.747035	-0.232935
25.210462	-20.557990	-21.631597	-0.834316
25.230420	-10.170803	-8.619530	1.433503
25.250422	-12.177405	-9.715840	-0.249971
25.270447	-19.199132	-15.277193	1.405072
25.290421	-9.531981	-8.253757	-0.616338
25.310422	-20.040214	-17.028599	-1.837561
25.330387	-9.181670	-8.054017	2.003862
25.350505	-22.445649	-21.273388	-4.103679
25.370440	-9.201658	-8.059638	1.994529
25.390423	-21.755321	-17.939403	-0.928929
25.410419	-10.176338	-8.577613	1.375945
25.430423	-9.537166	-8.222646	-0.644615
25.450509	-19.635447	-16.720449	0.713212
25.470419	-9.587190	-8.255838	-0.656342
25.490459	-12.191167	-9.662811	-0.316981
25.510421	-19.281622	-19.519972	0.688469
25.530379	-9.572363	-8.227800	-0.666885
25.550479	-9.148510	-7.971705	1.927378
25.570442	-22.463647	-18.258857	0.991203
25.590453	-21.295678	-20.554900	-1.029931
25.610422	-10.578907	-8.758727	-1.285749
25.630515	-19.680534	-16.663585	0.617467
25.650419	-9.615574	-8.232668	-0.696671
25.670420	-9.210598	-7.994006	1.897885
25.690476	-22.278626	-21.017244	-1.673749
25.710418	-9.605311	-8.208650	-0.707472
25.730420	-10.217327	-8.531484	1.281839
