t_s	x_mm	y_mm	z_mm	roll_rad	pitch_rad	yaw_rad	fx_N	fy_N	fz_N
10.070472	616.645159	115.633769	98.671395	0.000183	0.000187	1.569996	15.006145	11.077386	9.944968
10.090421	616.217764	115.216207	98.634732	0.000218	0.000292	1.569996	4.720373	6.766564	9.923420
10.110420	616.028592	115.053599	98.639780	0.000218	0.000292	1.569996	6.622726	6.493983	9.906665
10.130420	615.806280	114.874370	98.670048	0.000183	0.000186	1.569996	9.140172	8.339491	9.849831
10.150926	615.355497	114.580295	98.632986	0.000218	0.000292	1.570096	7.188644	5.476564	9.932814
10.170440	615.166170	114.417801	98.637823	0.000218	0.000292	1.569996	6.909968	4.541004	9.963071
10.190420	614.943682	114.238691	98.667803	0.000183	0.000186	1.569996	7.506518	5.786127	9.985799
10.210423	614.439161	113.917900	98.643513	0.000218	0.000292	1.570096	6.823808	8.161181	9.918511
10.230452	614.249672	113.755526	98.648121	0.000218	0.000292	1.570096	4.061372	6.437777	9.966982
10.250420	614.027001	113.576536	98.677788	0.000183	0.000186	1.569996	6.042531	7.491462	9.992489
10.270487	613.826082	113.475611	98.682280	0.000183	0.000186	1.570096	9.541798	9.300805	9.937410
10.290422	613.352863	113.103867	98.669339	0.000183	0.000186	1.569996	6.468077	5.876322	9.992526
10.310483	613.151876	113.002959	98.673669	0.000183	0.000186	1.570096	8.173336	5.417731	10.012963
10.330560	612.972372	112.820411	98.677949	0.000078	0.000221	1.569996	13.657924	7.594466	9.970939
10.350421	612.538187	112.561031	98.711336	0.000148	0.000081	1.570096	11.299429	8.403670	9.926760
10.370418	612.287512	112.368370	98.668651	0.000183	0.000186	1.570096	7.640060	7.984282	9.980317
10.390510	612.036781	112.175748	98.625933	0.000218	0.000292	1.569996	6.137873	6.239972	10.050557
10.410422	611.674446	111.834999	98.693626	0.000078	0.000221	1.569996	7.351962	4.187123	10.136199
10.430419	611.412402	111.703632	98.650755	0.000113	0.000327	1.570096	7.075256	4.428180	10.154075
10.450510	611.242723	111.551851	98.666593	0.000078	0.000221	1.569996	8.930404	4.624952	10.168072
10.470431	610.808991	111.201157	98.686999	0.000078	0.000221	1.569996	6.906760	4.192251	10.217252
10.490419	610.557935	111.008775	98.643940	0.000113	0.000327	1.569996	8.942258	5.412232	10.174559
10.510420	610.356653	110.907969	98.647588	0.000113	0.000327	1.570096	6.673402	4.745434	10.156017
10.530459	609.942939	110.567708	98.679473	0.000078	0.000221	1.569996	6.870681	4.596747	10.182708
10.550423	609.691705	110.375453	98.636225	0.000113	0.000326	1.569996	10.468519	6.577307	10.065926
10.570448	609.507835	110.308883	98.711085	0.000148	0.000081	1.570096	11.907196	8.806725	9.916095
10.590472	609.012500	109.928188	98.683722	0.000183	0.000186	1.570096	9.340723	7.977787	9.776541
10.610442	608.832217	109.746196	98.686974	0.000078	0.000221	1.569996	4.958883	3.838572	9.847528
10.630419	608.570578	109.574463	98.643477	0.000218	0.000291	1.569996	9.023771	5.588271	9.820637
10.650450	608.124885	109.285366	98.662340	0.000218	0.000291	1.570096	6.043739	5.202977	9.876533
10.670444	607.944442	109.103490	98.665381	0.000113	0.000326	1.569996	5.320876	4.370072	9.933705
10.690446	607.572569	108.851472	98.683295	0.000078	0.000221	1.570096	8.498877	5.943298	9.962250
10.710418	607.381852	108.690027	98.686189	0.000078	0.000221	1.570096	12.486959	8.023035	9.843516
10.730420	607.119928	108.518514	98.642368	0.000219	0.000291	1.569996	10.322371	8.326581	9.795791
10.750420	606.704975	108.179173	98.672360	0.000183	0.000186	1.569996	6.886231	7.430736	9.859572
10.770445	606.442265	108.048064	98.628395	0.000219	0.000291	1.570096	5.670016	6.716903	9.906076
10.790422	606.258693	107.890438	98.690097	0.000183	0.000186	1.570096	4.535912	3.957997	9.998928
10.810442	606.006708	107.698737	98.646024	0.000219	0.000291	1.569996	3.321663	3.666518	10.066983
10.830420	605.792532	107.500531	98.672902	0.000078	0.000221	1.569996	8.374167	5.915870	10.057157
10.850444	605.366340	107.222108	98.702078	0.000043	0.000116	1.570096	10.969816	6.912765	10.068820
10.870430	605.114171	107.030537	98.657796	0.000078	0.000221	1.569996	9.316896	6.599109	10.059008
10.890429	604.869292	106.842666	98.672383	0.000078	0.000221	1.569996	7.868574	4.908561	10.051248
10.910427	604.422968	106.514175	98.689036	0.000184	0.000186	1.569996	7.492903	7.193834	10.061428
10.930505	604.422968	106.514175	98.689036	0.000184	0.000186	1.569996	7.492903	7.193834	10.061428
10.950543	603.945894	106.145193	98.670802	0.000184	0.000186	1.569996	11.533633	7.576781	10.086883
10.970420	603.710903	105.937146	98.684983	0.000078	0.000221	1.569896	14.795026	7.617894	10.015473
10.990422	603.424988	105.729243	98.664477	0.000078	0.000221	1.569896	13.780093	6.260624	10.003737
11.010543	602.977691	105.441137	98.680277	0.000078	0.000221	1.569996	6.647765	6.390807	9.998120
11.030445	602.714894	105.270317	98.635469	0.000219	0.000291	1.569996	5.563071	5.585584	10.055724
11.050443	602.288029	104.901719	98.650883	0.000114	0.000326	1.569996	9.086543	5.751942	10.055914
11.070443	602.288029	104.901719	98.650883	0.000114	0.000326	1.569996	9.086543	5.751942	10.055914
11.090422	601.911792	104.674720	98.724544	0.000148	0.000080	1.570096	15.821814	10.814864	9.763685
11.110419	601.720066	104.514076	98.726007	0.000148	0.000080	1.570096	10.856020	9.406106	9.753461
11.130461	601.477572	104.262941	98.680889	0.000184	0.000185	1.570096	3.548012	6.602846	9.835032
11.150421	601.168493	103.848351	98.671629	0.000184	0.000185	1.569996	7.361622	7.596309	9.861530
11.170420	600.966539	103.617690	98.660938	0.000219	0.000291	1.569996	5.904978	5.850140	9.893298
11.190428	600.805288	103.407319	98.674155	0.000184	0.000185	1.569996	4.983475	6.032714	9.948220
11.210424	600.475248	102.983140	98.652622	0.000219	0.000291	1.569996	4.857494	7.634100	9.998111
11.230443	600.303501	102.832990	98.665709	0.000184	0.000185	1.570096	9.166907	11.895785	9.872775
11.250515	600.131842	102.552751	98.666767	0.000184	0.000185	1.569996	10.883053	11.621495	9.767302
11.270474	599.747329	102.102467	98.656755	0.000220	0.000290	1.569996	3.426624	6.549207	9.867427
11.290419	599.619067	101.909097	98.645868	0.000220	0.000290	1.569996	4.545607	7.974649	9.878886
11.310421	599.436827	101.689166	98.646745	0.000220	0.000290	1.569996	4.718110	7.950496	9.885455
11.330444	599.092530	101.259583	98.660331	0.000184	0.000185	1.570096	7.264910	7.756159	9.972025
11.350441	598.889649	101.029801	98.649082	0.000220	0.000290	1.569996	6.436579	7.573699	10.019842
11.370441	598.727519	100.820210	98.661740	0.000184	0.000185	1.570096	7.774796	11.228144	9.904243
11.390451	598.362203	100.381121	98.662951	0.000184	0.000185	1.569996	12.464784	10.760193	9.651207
11.410465	598.233405	100.188230	98.651823	0.000184	0.000185	1.569996	8.061320	7.724398	9.699620
11.430422	597.908577	99.769658	98.687226	0.000185	0.000185	1.569996	4.541621	6.445171	9.944790
11.450420	597.779590	99.576936	98.676011	0.000185	0.000185	1.569996	3.182892	5.756128	10.041012
11.470420	597.596536	99.357757	98.676375	0.000185	0.000185	1.570096	3.853542	7.201267	10.116691
11.490438	597.222832	98.915999	98.618977	0.000221	0.000290	1.570096	5.593155	8.637122	10.138212
11.510460	597.039549	98.697034	98.619215	0.000221	0.000290	1.570096	5.222642	9.029466	10.146892
11.530447	596.856190	98.478141	98.619403	0.000221	0.000290	1.570096	3.056339	6.387752	10.209964
11.550531	596.550670	98.070628	98.666028	0.000185	0.000184	1.570096	6.713237	7.273729	10.211540
11.570420	596.367092	97.851938	98.666063	0.000185	0.000184	1.570096	6.384629	8.560916	10.176522
11.590444	596.183437	97.633319	98.666049	0.000185	0.000184	1.570096	8.056870	11.192992	10.098856
11.610384	595.815901	97.196295	98.665871	0.000185	0.000184	1.570196	5.291095	11.114418	10.063876
11.630419	595.665665	96.994314	98.642322	0.000221	0.000289	1.570096	7.076728	11.095005	10.034858
11.650419	595.491388	96.716426	98.642127	0.000221	0.000289	1.570096	5.550898	8.828076	10.039303
11.670422	595.123214	96.280000	98.641588	0.000221	0.000289	1.569996	4.326660	3.013644	10.095905
11.690423	594.939014	96.061895	98.641244	0.000221	0.000289	1.569996	3.212841	2.823817	10.144652
11.710420	594.754737	95.843860	98.640851	0.000221	0.000289	1.569996	5.759188	5.273730	10.112452
11.730419	594.447494	95.437930	98.686262	0.000185	0.000184	1.570096	11.913609	14.283626	9.832905
11.750552	594.263000	95.220100	98.685715	0.000185	0.000184	1.570096	8.692881	11.834007	9.827086
11.770445	594.087927	94.942933	98.685118	0.000185	0.000184	1.569996	4.863867	7.111335	9.885435
11.790445	593.772712	94.533960	98.672563	0.000185	0.000184	1.569996	6.834973	9.993368	9.874409
11.810421	593.567425	94.306497	98.659856	0.000222	0.000289	1.569996	5.062898	8.095512	9.946960
11.830421	593.303997	93.987086	98.693407	0.000186	0.000184	1.570096	5.819679	7.511749	10.010616
11.850483	593.111615	93.766158	98.635076	0.000222	0.000289	1.570096	6.111967	8.568792	10.007339
11.870447	592.926540	93.548878	98.634186	0.000222	0.000289	1.570096	9.878945	11.489631	9.919017
11.890420	592.627109	93.085074	98.678559	0.000186	0.000184	1.569996	8.966771	9.207664	9.848921
11.910439	592.441795	92.868018	98.677515	0.000186	0.000183	1.569996	5.955248	7.224001	9.913833
11.930444	592.249018	92.647465	98.619061	0.000222	0.000288	1.569996	5.157721	7.490622	9.966353
11.950462	591.919189	92.233580	98.651075	0.000222	0.000288	1.569996	5.643896	5.456663	10.074487
11.970419	591.787870	92.042985	98.638831	0.000223	0.000288	1.569996	6.297297	6.175630	10.114224
11.990442	591.602196	91.826274	98.637575	0.000223	0.000288	1.570096	6.613489	9.538884	10.109215
12.010567	591.292327	91.422778	98.681184	0.000186	0.000183	1.570096	6.988414	10.047054	9.954653
12.030422	591.099044	91.202715	98.622556	0.000223	0.000288	1.570096	8.277531	8.451591	9.934555
12.050445	590.974801	91.015970	98.667380	0.000186	0.000183	1.570096	11.729488	10.718769	9.852524
12.070420	590.611718	90.524242	98.664349	0.000186	0.000183	1.569996	6.011631	7.850455	9.902158
12.090444	590.459353	90.324282	98.639892	0.000223	0.000288	1.569996	6.178418	9.378087	9.923329
12.110463	590.273081	90.108142	98.638271	0.000223	0.000288	1.569996	4.447181	7.609204	9.988476
12.130420	589.891343	89.735070	98.634879	0.000223	0.000288	1.570096	5.092910	7.193952	10.069303
12.150419	589.704869	89.519130	98.633108	0.000223	0.000288	1.569996	5.463260	6.313396	10.091686
12.170423	589.322785	89.146398	98.629418	0.000223	0.000288	1.569996	6.243750	6.255622	10.125411
12.190445	589.189016	89.019158	98.673717	0.000186	0.000183	1.570096	10.036764	7.146408	10.083908
12.210443	589.002296	88.803459	98.671743	0.000186	0.000183	1.569996	8.691587	6.350519	10.110531
12.230399	588.619791	88.431142	98.667646	0.000187	0.000183	1.569996	8.522163	9.667602	10.010577
12.250490	588.424044	88.274485	98.665523	0.000187	0.000183	1.570096	6.994272	10.000763	9.966345
12.270480	588.057420	87.847201	98.717979	0.000150	0.000078	1.569996	8.538390	12.693117	9.866795
12.290517	587.799676	87.661157	98.669490	0.000187	0.000183	1.570096	5.427510	8.829476	9.907234
12.310444	587.416506	87.289499	98.664760	0.000187	0.000183	1.570096	8.636447	8.381499	9.961599
12.330441	587.208652	87.064594	98.650342	0.000224	0.000287	1.569996	9.918166	6.962395	9.983869
12.350446	587.012576	86.908263	98.647853	0.000224	0.000287	1.570096	8.807387	6.405443	10.020354
12.370444	586.628969	86.537043	98.642725	0.000224	0.000287	1.570096	6.659718	7.282488	10.044547
12.390419	586.441401	86.322191	98.640086	0.000224	0.000287	1.569996	3.939099	6.364734	10.094047
12.410421	586.261167	86.110937	98.694037	0.000187	0.000182	1.569996	4.437931	7.099453	10.107872
12.430503	585.815159	85.710739	98.642320	0.000224	0.000287	1.570096	6.044572	7.113611	10.118641
12.450419	585.680696	85.584173	98.685605	0.000187	0.000182	1.570096	9.131654	8.967512	10.060352
12.470428	585.430854	85.340219	98.636559	0.000224	0.000287	1.569996	12.335112	9.004092	9.992935
12.490421	585.053744	84.973432	98.687095	0.000187	0.000182	1.569996	7.149985	5.736761	10.033132
12.510418	584.837667	84.745844	98.615568	0.000262	0.000391	1.569996	4.742578	4.708078	10.097536
12.530419	584.514789	84.405278	98.655420	0.000224	0.000287	1.569996	5.262548	5.533442	10.151125
12.550482	584.318072	84.249591	98.652212	0.000224	0.000287	1.570096	5.454518	5.925813	10.122703
12.570446	583.994922	83.909292	98.691750	0.000187	0.000182	1.570096	5.853752	6.716990	10.047823
12.590396	583.806456	83.695344	98.688387	0.000187	0.000182	1.569996	7.928923	8.879317	9.995920
12.610467	583.420975	83.326009	98.681513	0.000187	0.000182	1.569996	7.428054	4.869765	9.945802
12.630444	583.203422	83.160856	98.666022	0.000225	0.000287	1.570096	7.823268	6.085924	9.906374
12.650420	583.014704	82.947167	98.662461	0.000225	0.000286	1.569996	6.659597	6.975992	9.870272
12.670515	582.628791	82.578274	98.655188	0.000225	0.000286	1.570096	6.713530	5.969321	9.902772
12.690443	582.439873	82.364787	98.651477	0.000225	0.000286	1.569996	8.145917	7.605874	9.850893
12.710443	582.258300	82.154873	98.703881	0.000187	0.000182	1.569996	5.821177	7.695412	9.824176
12.730462	581.809835	81.757183	98.650106	0.000225	0.000286	1.569996	6.501705	6.073827	9.848311
12.750462	581.620637	81.543981	98.646178	0.000225	0.000286	1.569996	8.905254	5.593256	9.842674
12.770442	581.423230	81.388996	98.642200	0.000225	0.000286	1.569996	10.018394	7.756728	9.791774
12.790442	581.051934	80.966415	98.690117	0.000188	0.000182	1.569996	6.451281	8.612735	9.801369
12.810438	580.854388	80.811573	98.685966	0.000188	0.000182	1.570096	6.612442	7.146010	9.822204
12.830453	580.664868	80.598701	98.681766	0.000188	0.000182	1.569996	6.765595	6.467444	9.845863
12.850423	580.277588	80.231205	98.673217	0.000188	0.000181	1.570096	6.270250	7.944792	9.902441
12.870424	580.087870	80.018535	98.668867	0.000188	0.000181	1.569996	7.835375	8.129100	9.924262
12.890437	579.700253	79.651386	98.660018	0.000188	0.000181	1.569996	9.598932	6.439140	9.972597
12.910425	579.510338	79.438919	98.655519	0.000188	0.000181	1.569996	7.295169	6.791052	10.015164
12.930475	579.101776	79.062462	98.634393	0.000226	0.000286	1.569996	4.355768	6.437677	10.065544
12.950420	578.911661	78.850201	98.629744	0.000226	0.000286	1.569996	4.037205	5.706537	10.093433
12.970433	578.530799	78.487233	98.676023	0.000188	0.000181	1.569996	5.754861	7.525993	10.046950
12.990419	578.325226	78.329531	98.615499	0.000226	0.000286	1.570096	5.905184	7.884416	10.039070
13.010435	578.142296	78.121005	98.666331	0.000188	0.000181	1.569996	8.002151	7.789510	10.009829
13.030431	577.795209	77.774447	98.690432	0.000188	0.000181	1.569996	11.014465	7.036618	9.917791
13.050398	577.406295	77.408648	98.680333	0.000188	0.000181	1.570096	6.518747	7.551040	9.991132
13.070448	577.270454	77.222559	98.665595	0.000188	0.000181	1.569996	8.299612	8.502942	9.987435
13.090445	577.072009	77.068653	98.660439	0.000188	0.000181	1.570096	7.581585	7.356054	10.005459
13.110451	576.607206	76.668096	98.647556	0.000226	0.000285	1.570096	7.672528	8.110254	9.994897
13.130419	576.416281	76.456682	98.642232	0.000226	0.000285	1.569996	5.468370	5.938386	10.022244
13.150426	576.225092	76.306428	98.692314	0.000188	0.000181	1.569996	8.073091	5.871943	9.989483
13.170433	575.775025	75.949459	98.635440	0.000122	0.000323	1.569996	10.096235	5.669028	9.891610
13.190516	575.576286	75.795851	98.629898	0.000122	0.000323	1.569996	8.819822	5.437513	9.903994
13.210467	575.384949	75.645740	98.679665	0.000084	0.000219	1.569996	6.797297	3.986796	9.973996
13.230419	574.930329	75.276310	98.677683	0.000188	0.000181	1.569996	7.616992	8.143147	9.985022
13.250425	574.731429	75.122868	98.671901	0.000189	0.000181	1.569996	10.863825	9.874785	9.855917
13.270524	574.288192	74.769943	98.669521	0.000084	0.000219	1.569996	13.376549	7.118838	9.744941
13.290419	574.089178	74.616611	98.663571	0.000084	0.000219	1.569996	12.648261	6.271620	9.766925
13.310454	573.890128	74.463316	98.657571	0.000084	0.000219	1.569996	8.888848	7.294214	9.934379
13.330420	573.406761	74.142396	98.642699	0.000227	0.000285	1.569996	7.395420	6.665867	10.009143
13.350421	573.008405	73.836068	98.630314	0.000227	0.000285	1.569996	4.511676	4.893258	10.206477
13.370445	572.818746	73.662315	98.624045	0.000123	0.000323	1.569996	4.056136	3.639192	10.272774
13.390421	572.634270	73.455427	98.672770	0.000084	0.000219	1.569896	9.430785	5.036427	10.227902
13.410469	572.171060	73.144605	98.669076	0.000189	0.000180	1.569996	11.224804	9.948422	10.053166
13.430443	571.971667	72.991661	98.662568	0.000189	0.000180	1.569996	6.144703	7.475788	10.092676
13.450444	571.717255	72.813296	98.665102	0.000189	0.000180	1.569996	6.546599	5.929184	10.107578
13.470444	571.307185	72.477388	98.639819	0.000123	0.000323	1.569996	6.110832	4.835726	10.068502
13.490440	570.853061	72.146394	98.635331	0.000123	0.000323	1.569996	8.309472	5.549478	10.126796
13.510464	570.653444	71.993675	98.628487	0.000123	0.000323	1.569996	9.874444	6.024893	10.092647
13.530420	570.451691	71.865089	98.676389	0.000189	0.000180	1.570096	8.278061	6.785149	10.073014
13.550421	570.004410	71.477408	98.671334	0.000189	0.000180	1.569996	6.332798	7.519526	10.048724
13.570420	569.804634	71.324857	98.664249	0.000189	0.000180	1.569996	7.711843	8.373840	9.999283
13.590481	569.359468	70.973798	98.658797	0.000085	0.000219	1.569996	5.254110	6.286887	9.999660
13.610423	569.138916	70.811824	98.639565	0.000123	0.000323	1.569996	2.552919	3.299523	10.045820
13.630448	568.883936	70.634026	98.641088	0.000123	0.000323	1.569996	5.109127	3.921378	10.063856
13.650456	568.491424	70.332774	98.680866	0.000085	0.000218	1.569996	8.567705	6.087572	9.981916
13.670474	568.291391	70.180484	98.673372	0.000085	0.000218	1.569996	8.099829	5.869273	9.907522
13.690420	568.036245	70.002851	98.674569	0.000085	0.000218	1.569996	6.928134	5.549021	9.868527
13.710554	567.587871	69.616331	98.667994	0.000085	0.000218	1.569996	7.442455	5.674705	9.796929
13.730443	567.332577	69.438852	98.668938	0.000085	0.000218	1.569996	9.798482	6.259587	9.718137
13.750508	567.077238	69.261418	98.669790	0.000085	0.000218	1.569996	9.927133	5.644422	9.704404
13.770475	566.628426	68.875371	98.662615	0.000085	0.000218	1.569896	6.979594	3.677058	9.798372
13.790422	566.428059	68.723432	98.654630	0.000085	0.000218	1.569996	4.897551	3.591048	9.905532
13.810424	566.172531	68.546194	98.655160	0.000085	0.000218	1.569996	6.535555	4.723378	9.977655
13.830446	565.668157	68.135286	98.655944	0.000085	0.000218	1.569996	6.246857	3.438517	10.096433
13.850444	565.467621	67.983524	98.647705	0.000085	0.000218	1.569996	9.767184	5.570590	10.036498
13.870422	565.211900	67.806487	98.647890	0.000085	0.000218	1.569996	11.916908	7.050641	9.953131
13.890420	564.769687	67.424794	98.693703	0.000047	0.000114	1.569996	8.706659	5.654005	9.920276
13.910501	564.568988	67.273206	98.685204	0.000047	0.000114	1.569996	7.019186	5.138433	9.980727
13.930452	564.313081	67.096364	98.685039	0.000047	0.000114	1.569996	10.130773	7.680358	9.994754
13.950441	563.842301	66.702235	98.664115	0.000085	0.000218	1.569996	7.922212	4.763864	10.069079
13.970420	563.641438	66.550823	98.655380	0.000085	0.000218	1.569996	7.019942	4.656171	10.097742
13.990422	563.247069	66.251523	98.691732	0.000047	0.000114	1.569996	13.284804	8.635496	10.047264
14.010409	563.046104	66.100220	98.682824	0.000047	0.000114	1.569996	15.042106	10.775632	9.930456
14.030442	562.789893	65.923699	98.682104	0.000047	0.000114	1.570096	10.757564	10.302196	9.892046
14.050420	562.371644	65.579690	98.705895	0.000151	0.000075	1.569996	8.307528	9.095334	9.920329
14.070421	562.179980	65.407863	98.696745	0.000047	0.000114	1.569996	6.261952	7.123772	9.992773
14.090422	561.916127	65.228129	98.641877	0.000086	0.000218	1.569996	6.989290	6.708513	10.048553
14.110450	561.418259	65.059812	98.619475	0.000124	0.000322	1.569996	8.803644	0.971411	10.114436
14.130444	561.260234	65.105804	98.655765	0.000086	0.000218	1.569896	6.364927	-1.174067	10.194953
14.150443	560.980720	65.189296	98.654422	-0.000019	0.000257	1.569896	8.527825	-1.505711	10.218900
14.170645	560.548603	65.522941	98.669066	-0.000019	0.000257	1.569996	10.427299	-5.109068	10.231325
14.190449	560.324272	65.631153	98.659479	-0.000123	0.000295	1.569896	9.025922	-6.981493	10.249665
14.210420	560.118364	65.831746	98.629859	-0.000085	0.000400	1.569896	9.397498	-8.794906	10.243683
14.230422	559.722727	66.096806	98.656100	-0.000228	0.000334	1.569796	16.062702	-13.953543	10.096761
14.250483	559.345309	66.453784	98.662209	-0.000228	0.000334	1.569896	14.957043	-9.141504	9.998682
14.270421	559.153247	66.601023	98.685992	-0.000228	0.000333	1.569896	11.596352	-9.851544	9.980624
14.290432	558.974359	66.754230	98.668171	-0.000228	0.000333	1.569796	13.110088	-12.405684	9.931698
14.310419	558.531127	67.045738	98.628363	-0.000086	0.000399	1.569896	6.495194	-8.129814	9.966847
14.330472	558.331485	67.188920	98.598493	-0.000048	0.000504	1.569896	6.680080	-7.782869	9.987187
14.350421	558.022724	67.516992	98.649714	-0.000087	0.000399	1.569896	7.367744	-6.591425	10.048190
14.370429	557.860652	67.652203	98.685172	-0.000229	0.000333	1.569896	15.521255	-11.308202	9.964316
14.390425	557.426630	67.921233	98.644942	-0.000191	0.000437	1.569796	14.100515	-13.755243	9.776229
14.410446	557.248042	68.132377	98.680248	-0.000230	0.000332	1.569896	10.320390	-9.741001	9.756599
14.430443	556.876298	68.429661	98.685387	-0.000230	0.000332	1.569896	10.887272	-8.757266	9.711175
14.450444	556.687303	68.601786	98.667227	-0.000125	0.000294	1.569896	9.207227	-6.042529	9.747157
14.470422	556.425420	68.773318	98.644784	-0.000088	0.000399	1.569996	5.367009	-2.502757	9.825997
14.490424	556.046462	69.124990	98.649632	-0.000088	0.000399	1.569996	6.901145	-4.459893	9.976415
14.510426	555.873879	69.220308	98.631370	-0.000088	0.000399	1.569896	14.864768	-9.770990	9.980304
14.530509	555.642129	69.380157	98.620743	-0.000193	0.000436	1.569796	14.819640	-12.592408	9.983940
14.550455	555.191171	69.780679	98.632908	-0.000089	0.000399	1.569896	8.819344	-9.380417	10.111925
14.570419	555.021239	69.910390	98.614532	-0.000194	0.000436	1.569796	13.304822	-11.114239	10.068390
14.590425	554.841953	70.119535	98.649273	-0.000231	0.000331	1.569796	17.380024	-14.824561	9.968599
14.610652	554.390500	70.518508	98.661045	-0.000127	0.000294	1.569896	5.433311	-6.015055	10.022727
14.630464	554.197511	70.661918	98.683643	-0.000127	0.000294	1.569896	9.108436	-6.988191	10.027966
14.650469	553.948240	70.837169	98.619549	-0.000090	0.000398	1.569896	10.524729	-6.923972	10.039795
14.670467	553.523036	71.138077	98.630945	-0.000195	0.000435	1.569896	12.820429	-11.620048	9.988776
14.690420	553.343049	71.287105	98.612320	-0.000195	0.000435	1.569896	11.139597	-11.036328	9.983729
14.710469	552.970085	71.637315	98.668965	-0.000233	0.000330	1.569896	10.735430	-11.868741	9.977049
14.730439	552.769457	71.776082	98.638268	-0.000196	0.000435	1.569896	11.934209	-12.428859	9.932274
14.750439	552.527291	71.953482	98.626929	-0.000196	0.000435	1.569896	11.200677	-12.946212	9.907791
14.770486	552.136692	72.319330	98.630276	-0.000092	0.000398	1.569896	9.194353	-7.047173	9.975090
14.790415	551.973688	72.450376	98.664330	-0.000233	0.000330	1.569896	10.250902	-8.750106	9.977581
14.810441	551.710836	72.617110	98.640820	-0.000197	0.000435	1.569896	12.748442	-11.805847	9.934492
14.830443	551.319835	72.981616	98.643843	-0.000092	0.000398	1.569896	9.100917	-8.184462	9.908524
14.850442	550.904255	73.308388	98.665967	-0.000129	0.000293	1.569896	8.674538	-9.380756	9.962064
14.870445	550.703277	73.445529	98.634969	-0.000093	0.000398	1.569896	7.061476	-8.695493	9.993069
14.890422	550.522766	73.651092	98.668670	-0.000129	0.000293	1.569896	10.762271	-7.792102	9.966656
14.910423	550.088956	73.942484	98.625730	-0.000199	0.000434	1.569896	11.534950	-9.901064	9.969539
14.930444	549.915691	74.092540	98.659286	-0.000235	0.000329	1.569796	11.435669	-11.764191	10.001662
14.950420	549.707132	74.283867	98.628143	-0.000199	0.000434	1.569796	10.111668	-12.858597	10.035754
14.970421	549.520726	74.745566	98.642467	-0.000094	0.000397	1.569896	0.889308	-6.291754	10.215611
14.990441	549.545440	74.992116	98.635305	-0.000094	0.000397	1.569896	-0.646088	-6.937737	10.317839
15.010425	549.619290	75.145530	98.608987	-0.000059	0.000502	1.569896	-5.275840	-9.407914	10.517370
15.030421	549.875954	75.564607	98.594569	-0.000023	0.000608	1.569896	-10.437836	-14.529274	11.041793
15.050374	550.022061	75.779005	98.625636	0.000046	0.000467	1.569896	-10.228822	-11.976030	11.251027
15.070430	550.285895	76.143447	98.611015	0.000082	0.000572	1.569896	-14.376651	-11.588876	11.471051
15.090422	550.414044	76.323938	98.577265	0.000118	0.000677	1.569896	-17.428974	-12.152910	11.688405
15.110422	550.542135	76.504480	98.543464	0.000153	0.000782	1.569796	-17.438683	-14.150862	11.885252
15.130422	550.677542	76.688698	98.562410	0.000153	0.000782	1.569796	-19.297934	-18.505710	12.082230
15.150443	550.867476	76.899824	98.574023	0.000153	0.000782	1.569796	-15.253014	-15.999580	11.994949
15.170422	551.184828	77.350546	98.604448	0.000153	0.000782	1.569896	-12.559843	-15.250130	11.598842
15.190422	551.330034	77.514605	98.623295	0.000047	0.000818	1.569896	-13.644266	-17.386303	11.362364
15.210420	551.478181	77.705568	98.601190	0.000047	0.000818	1.569896	-9.413481	-14.628519	10.968560
15.230422	551.800020	78.125746	98.684274	0.000116	0.000677	1.569896	-6.180178	-7.497890	10.239551
15.250431	551.927573	78.306816	98.650071	0.000152	0.000782	1.569896	-6.818177	-8.068777	9.951319
15.270421	552.259607	78.648105	98.680035	0.000151	0.000782	1.569796	-14.732239	-15.636024	9.812677
15.290422	552.397089	78.808932	98.645691	0.000082	0.000923	1.569796	-16.064547	-18.405571	9.843540
15.310424	552.731235	79.236285	98.687395	0.000151	0.000782	1.569896	-8.261452	-11.225945	9.513880
15.330444	552.886204	79.431423	98.717941	0.000115	0.000677	1.569896	-9.768072	-11.482727	9.411973
15.350422	553.033765	79.622984	98.695379	0.000115	0.000677	1.569896	-7.188568	-7.837340	9.208170
15.370445	553.357085	80.020358	98.724842	0.000115	0.000677	1.569896	-12.206414	-9.317527	9.122772
15.390420	553.494349	80.232487	98.702134	0.000220	0.000642	1.569996	-9.887506	-7.300195	9.126731
15.410419	553.840446	80.616338	98.690156	0.000115	0.000677	1.569896	-11.507833	-11.571025	9.409792
15.430444	553.994981	80.811918	98.720492	0.000079	0.000572	1.569996	-12.177718	-11.898784	9.640058
15.450440	554.121732	80.993776	98.685612	0.000114	0.000677	1.569896	-13.067835	-12.405355	9.792915
15.470427	554.457205	81.398527	98.673241	0.000114	0.000677	1.569996	-8.358713	-9.589201	9.840955
15.490420	554.557894	81.508150	98.657866	0.000114	0.000677	1.569896	-11.200181	-12.974575	10.012729
15.510419	554.766559	81.731114	98.680344	0.000079	0.000572	1.569896	-7.274746	-9.661276	10.009088
15.530421	555.081186	82.126199	98.655609	0.000114	0.000678	1.569896	-8.287328	-8.210393	9.943181
15.550420	555.235250	82.322261	98.685696	0.000078	0.000572	1.569896	-8.411219	-9.748706	9.979124
